,U,R
0,0.024952093266052744,-0.01924946313371345
1,-0.001722970422354697,0.022407882580675387
2,0.018615858750092418,0.022407882580675387
3,0.012132476261419223,0.022407882580675387
4,0.037360588461246014,0.022407882580675387
5,-0.009162311259169886,0.022407882580675387
6,-0.05297426339322686,0.004054562390160887
7,0.010943329928930767,-0.03687354765562545
8,0.038159596465589085,0.1215714280743383
9,0.023630700692506168,-0.05680801630843635
10,0.010203916474386121,-0.03687354765562545
11,0.06584556695272248,-0.03687354765562545
12,0.023203514081795218,0.04461169455425629
13,0.04227131833919151,0.005452330178997156
14,0.013347453388180663,-0.017417986204945723
15,0.02741943958002835,0.05248988490975981
16,0.025263706030046906,-0.05773738256782979
17,0.014652238278399565,0.05248988490975981
18,0.025705819287305642,-0.06276933207702817
19,0.006287280324684397,0.01884378746481552
20,-0.007484394606150246,0.05248988490975981
21,-0.07227125360786446,0.05248988490975981
22,0.02409313256686063,0.08878516165432027
23,0.035836548422874426,0.04461169455425629
24,-0.039266962342770606,0.08878516165432027
25,0.022115308931342503,-0.017417986204945723
26,-0.03895237974892152,0.005452330178997156
27,-0.01918281588641846,0.08878516165432027
28,0.02594372495083197,-0.017417986204945723
29,0.02315014714784036,-0.06276933207702817
30,0.007242599639577629,-0.03687354765562545
31,-0.051675701027982024,-0.0814183524456964
32,-0.008610133752660953,-0.023399801737633563
33,0.02912247803235002,-0.023399801737633563
34,-0.02840180637811951,-0.0006320275288453914
35,0.017738715163121532,-0.05773738256782979
36,0.026523502993894388,0.005452330178997156
37,0.0066349164139571926,-0.0006320275288453914
38,0.015085270294590725,-0.011343351670869195
39,0.01403227469801227,-0.06276933207702817
40,-0.018563644025796133,-0.0006320275288453914
41,-0.039311750345413454,0.01884378746481552
42,0.03411238097697744,0.01884378746481552
43,0.0170188660780356,0.01884378746481552
44,0.0712266889952371,0.06696216931012322
45,-0.00765955767498272,0.01884378746481552
46,0.004076176408432164,-0.0310352485375045
47,0.047526867314060084,-0.0310352485375045
48,0.030326526137648857,0.018575958629373335
49,0.04406316723212689,0.03116208455311187
50,0.06355644662804605,0.10438536838007151
51,0.05574104082962239,-0.0310352485375045
52,0.015130524737137496,-0.0067234912143070424
53,-0.0070782673221210235,0.024668461128958707
54,0.021758250460852335,0.024668461128958707
55,-0.0008356643378362172,0.024668461128958707
56,0.014509884435641607,0.02380924481385649
57,0.02072432257845047,0.02380924481385649
58,0.0009526885424301357,0.02380924481385649
59,-0.00956568943753755,-0.007453326060718579
60,-0.00805848023438438,0.017064671140336274
61,0.01985701403291107,0.027571280274897303
62,0.026716989694274162,0.06853875744949767
63,0.02087865807106082,-0.026908827582839967
64,0.013951004937890477,-0.0027099498909526343
65,0.02014198685937041,0.021324412470103082
66,0.01741888671067182,0.023812692745084907
67,0.024746572575406467,0.02024865986583524
68,0.013874839910501646,0.012749547509166126
69,0.011829302725027802,-0.010294260972261382
70,0.017730561159749914,0.010205254436387756
71,0.027115661491969867,0.01470852481321594
72,0.026004486830490392,-0.026148098806427322
73,0.012807917714755535,0.010359557755591386
74,0.009507090788076877,0.017258540909434128
75,0.010213626974155399,0.0070168785572096715
76,0.011302496806406381,0.006362970360774711
77,0.014604193879243721,0.027571280274897303
78,0.011167839272378077,-0.026908827582839967
79,0.03581540483287882,0.06853875744949767
80,0.007517453988725831,-0.0027099498909526343
81,0.012065232447364238,0.013239831871398766
82,0.024130568065276914,0.021324412470103082
83,-0.008115554484140475,0.0070168785572096715
84,0.009965921151627755,0.02024865986583524
85,0.017682367440022606,0.02024865986583524
86,0.015549055100352094,0.02024865986583524
87,0.017985633120888744,-0.010294260972261382
88,0.02240701664875877,0.032768627897935
89,0.02284042497916705,-0.02967186020028989
90,0.01753520525010588,0.012749547509166126
91,0.024589826531705272,0.007995655532761159
92,0.012535896676327596,-0.006701558881032854
93,0.0162117764360864,0.06953107961509153
94,0.023725658714150444,0.006362970360774711
95,0.024366157263780774,0.006362970360774711
96,-0.0046914282100776195,-0.002559040397376755
97,0.015953061808271607,0.020906358965292582
98,0.0367587283821873,-0.003469840390086576
99,-0.0007778676077920821,0.021324412470103082
100,0.011757970136024198,0.006362970360774711
101,0.019684868495778995,0.03463918011533218
102,0.01161365708518669,-0.010294260972261382
103,0.0069422523005253645,0.03463918011533218
104,0.005216886251673047,-0.006701558881032854
105,-1.417569576478428e-05,0.018197659613668704
106,0.0005973595695444311,-0.026148098806427322
107,-0.009964140873480298,0.010359557755591386
108,-0.015548365222966876,0.012749547509166126
109,-0.0019408077891314157,-0.010294260972261382
110,0.011984589232539755,0.05826616938408247
111,0.01628327429932197,-0.026908827582839967
112,-0.0037408568464820657,0.03463918011533218
113,0.00664135019635359,0.021324412470103082
114,0.02310021124581496,0.006521955704169025
115,0.015516677956302738,0.006521955704169025
116,-0.008675930717600977,0.029872049798158495
117,0.05620661665714588,0.01899540563097346
118,-0.034498904986162815,0.01899540563097346
119,0.007324600514994062,0.0035617915883476847
120,0.020792269928888385,0.0035617915883476847
121,0.00617494558924081,0.007449958271617874
122,0.021250084920913404,0.05808536833327682
123,0.010373771484014083,0.05808536833327682
124,-0.0016518444672468657,0.05808536833327682
125,0.0058717549740072705,0.007449958271617874
126,0.0944948792369692,0.05808536833327682
127,0.034050767015574745,0.05808536833327682
128,0.04080326372762211,0.032949820468367697
129,0.0427136098236115,0.036818979264250706
130,0.030641534389424407,0.05808536833327682
131,0.003815753235913988,0.02011939764198989
132,0.00946033539418678,0.008340001988390466
133,0.009374901068142205,0.024099967270701295
134,0.009413280192797191,0.032949820468367697
135,0.024778591036470732,0.008340001988390466
136,0.03353056539208399,0.0042553219211015625
137,0.011443786819367419,0.0042553219211015625
138,0.013136579696643946,0.0294437904166458
139,0.00781685067199367,0.006562377108701001
140,0.020955849264636228,0.014951927229717166
141,0.002562151525154266,0.014951927229717166
142,0.03943624481900965,0.018254001792974983
143,0.004845589621216062,-0.007349189944987344
144,0.013751159271299995,-0.007349189944987344
145,0.024961402878352468,-0.014584895694946143
146,-0.013648066681615889,0.0632701158529223
147,0.03206174469576506,0.0632701158529223
148,-0.004209760472497104,0.02340531926202527
149,0.0646893058772775,0.004646107503982089
150,0.11628823102631969,0.004646107503982089
151,0.0076196907186567575,0.09477258966416413
152,0.039610704771859906,0.03808413696433399
153,0.03147480863180785,0.03808413696433399
154,0.006568121302797714,0.03808413696433399
155,0.03147460317248707,0.03808413696433399
156,0.01118230477138149,-0.12001818182063761
157,0.00950583150591755,-0.028399201375592265
158,0.019191350655289652,-0.016825595529676773
159,0.04008070829051236,0.005832817149590497
160,0.017554898513974626,-0.028399201375592265
161,0.009482614255000077,-0.028399201375592265
162,0.013295064614599283,-0.016825595529676773
163,0.01096150322126166,-0.016825595529676773
164,0.03742075553416002,0.005832817149590497
