#Date : 
#Flux : 
#Fluxerr : 
#ZP : 
#end : 
@INSTRUMENT NB99 
@BAND v10 
@MAGSYS VEGA 
222.67 211781.29   5509.10  29
225.65 313139.57   8113.70  29
229.63 411216.62  10129.42  29
232.62 431196.19  11316.31  29
235.60 436599.45  12908.27  29
241.60 376292.61   9386.69  29
244.65 321709.38   7959.59  29
247.59 281171.46   6731.64  29
252.60 213994.78   5156.40  29
255.55 188444.64   4561.00  29
259.61 160379.62   3876.35  29
265.53 123030.73   3127.17  29
