#Date : 
#Flux : 
#Fluxerr : 
#ZP : 
#end : 
@INSTRUMENT NB99 
@BAND i7 
@MAGSYS VEGA 
243.88 203782.41   7404.60  29
247.77 175198.06   4569.60  29
303.69  38982.93   1149.64  29
304.72  38621.45   1113.83  29
