#Date : 
#Flux : 
#Fluxerr : 
#ZP : 
#end : 
@INSTRUMENT NB99 
@BAND i10 
@MAGSYS VEGA 
222.67 205090.15  20809.71  29
223.68 247520.64  19676.24  29
225.65 298160.51   7018.59  29
232.62 315331.00   7349.60  29
235.61 299207.26   8079.85  29
241.60 235919.10   5316.94  29
244.65 191683.33   4428.63  29
247.60 168053.06   3769.56  29
252.60 168965.81   3778.32  29
255.56 181627.59   4011.23  29
259.62 193104.38   4293.91  29
265.53 203573.95   4599.69  29
