#Date : 
#Flux : 
#Fluxerr : 
#ZP : 
#end : 
@INSTRUMENT NB99 
@BAND v8 
@MAGSYS VEGA 
280.97 223812.29   5974.96  29
284.92 172039.09   4618.65  29
289.91 136012.94   4062.45  29
293.91 114942.12   3025.05  29
294.79 119423.23   4328.28  29
294.82 116816.43   3149.79  29
