#Date : 
#Flux : 
#Fluxerr : 
#ZP : 
#end : 
@INSTRUMENT NB99 
@BAND r8 
@MAGSYS VEGA 
280.98 308366.60   7377.35  29
283.88 260235.49   7605.38  29
284.89 249297.08   7915.22  29
288.88 199617.68   6753.94  29
289.92 187471.47   4959.17  29
293.91 157418.27   3957.97  29
294.81 153875.94   3878.65  29
