#Date : 
#Flux : 
#Fluxerr : 
#ZP : 
#end : 
@INSTRUMENT NB99 
@BAND i5 
@MAGSYS VEGA 
241.83 433859.70  11316.13  29
242.88 509681.34  13059.28  29
595.85    102.38    362.02  29
