#Date : 
#Flux : 
#Fluxerr : 
#ZP : 
#end : 
@INSTRUMENT NB99 
@BAND i7 
@MAGSYS VEGA 
303.89 146920.20   3958.13  29
304.87 143152.75   3859.28  29
314.90 100183.22   2830.48  29
